Name,Ingredients,Making,Link,Type
Royal F**k,"['1/2 oz. Crown Royal', '1/2 oz. Chambord Raspberry Liqueur', '1/2 oz. Amaretto', '1/2 oz. Peach Schnapps', 'Pineapple Juice', 'dash(es) Grenadine']","Combine ingredients in a hurricane glass, fill with pineapple juice and dash of grenadine. Shake and serve over ice.",https://www.barnonedrinks.com/drinks/r/royal-fk-4219.html,Cocktails
Royal Fizz,"['1 oz. Gin', '2 oz. Sweet and Sour Mix', '1 Egg', 'Cola']",Shake all ingredients (except cola) with ice and strain into a chilled collins glass. Fill with cola and serve.,https://www.barnonedrinks.com/drinks/r/royal-fizz-4220.html,Cocktails
Royal Flush #1,"['1 oz. Crown Royal', '1 oz. Peach Schnapps', 'Orange Juice', 'Cranberry Juice']","Mix over rocks, strain and serve.",https://www.barnonedrinks.com/drinks/r/royal-flush-1-4221.html,Cocktails
Royal Flush #2,"['2 oz. Crown Royal', '2 oz. Peach Schnapps', '2 oz. Vodka', '2 oz. Orange Juice', '1 oz. Cranberry Juice']","Build over rocks, strain and serve.",https://www.barnonedrinks.com/drinks/r/royal-flush-2-4222.html,Cocktails
Royal Flush #4,"['1 1/4 oz. Level Vodka', '1/2 oz. Triple Sec or Cointreau', '2 1/2 oz. Sour Mix', '1/2 oz. Pom Wonderful', '1/2 oz. Passion Fruit Coulis']","Shake all ingredients with ice until well blended, strain over fresh ice in a tall highball glass. Garnish with a lemon wheel.",https://www.barnonedrinks.com/drinks/r/royal-flush-4-12741.html,Cocktails
Royal Gin Fizz,"['2 oz. Gin', '1/2 Lemon (Juice of, fresh)', '1 tsp. Powdered Sugar', '1 Egg', 'Carbonated Water']","Shake all ingredients (except carbonated water) with ice and strain into a highball glass over two ice cubes. Fill with carbonated water, stir, and serve.",https://www.barnonedrinks.com/drinks/r/royal-gin-fizz-4223.html,Cocktails
Royal Hot Chocolate,"['1 oz. Chambord Raspberry Liqueur', '1 oz. Creme de Cacao', '8 oz. Hot Chocolate']",Pour Chambord Raspberry Liqueur and creme de cacao into a coffee mug (or Irish coffee mug for elegance) and fill with hot chocolate.,https://www.barnonedrinks.com/drinks/r/royal-hot-chocolate-4224.html,Cocktails
Royal Smile Cocktail,"['1 oz. Apple Brandy', '1/2 oz. Gin', '1/4 Lemon (Juice of, fresh)', '1 tsp. Grenadine']","Stir with ice, strain into a cocktail glass, and serve.",https://www.barnonedrinks.com/drinks/r/royal-smile-cocktail-4226.html,Cocktails
Royal Stretch,"['1 oz. Crown Royal', '3 oz. Sparkling Water', 'splash(es) Cherry Juice or Grenadine']","Serve over ice in tall glass with mint leaf garnish.
The Royal Stretch is a refreshing drink alternative for race day. The blend of Crown Royal paired with brisk sparkling water and a hint of cherry juice is easy to make and satisfying.",https://www.barnonedrinks.com/drinks/r/royal-stretch-12711.html,Cocktails
Royal Tart,"['1 1/2 oz. Crown Royal', '1/2 oz. Apple Pucker', 'Cranberry Juice']",Shake with ice and strain into a cocktail glass. Fill with cranberry juice and garnish with an apple slice,https://www.barnonedrinks.com/drinks/r/royal-tart-12128.html,Cocktails
Royalty Fizz,"['2 oz. Gin', '1 oz. Lemon Juice', '1/2 tsp. Blue Curacao', '1 tsp. Superfine Sugar', '1 Egg', '3 oz. Club Soda']","In a shaker half-filled with ice cubes, combine the gin, lemon juice, Curacao, sugar, and egg. Shake well. Strain into a collins glass almost filled with ice cubes. Add the Club Soda. Stir well.",https://www.barnonedrinks.com/drinks/r/royalty-fizz-4227.html,Cocktails
RSV Happiness,"['3 oz. Russian Standard Vodka', '2 oz. Vermouth', '3 oz. Cherry Juice', '1/2 oz. Lemon Juice', '1 oz. Egg White', 'Anise']","Muddle fresh anise in Boston shaker. Add all other ingredients and shake vigorously. Strain into glass and garnish with fresh cherries.
Created by Jeff Josenhans. San Diego, California",https://www.barnonedrinks.com/drinks/r/rsv-happiness-14605.html,Cocktails
RSV Love,"['1 1/4 oz. Russian Standard Vodka', ""1/2 oz. L'Espirit de June"", '1/2 oz. Lemon Juice', '1/4 oz. Rosemary (Syrup)', '1 1/4 oz. Strawberry (Puree)', '3 dash(es) Fee Brothers Rhubarb Bitters']","Combine all ingredients into a pint glass. Shake well for 10 seconds and strain into a chilled cocktail glass. Garnish is a Fresh Strawberry with fresh Rosemary.
Created by J.R. Starkus. RM Seafood, Las Vegas, Nevada",https://www.barnonedrinks.com/drinks/r/rsv-love-14604.html,Cocktails
RSV Love #2,"['1 oz. Sake (rose petal infused)', '1/2 oz. Russian Standard Vodka (rose petal infused)', '1/2 oz. Rose Water', '1 splash(es) Ginger Syrup', ""Sparkling Wine (Cremant d'Alsace)""]","Shake all ingredients in Boston shaker, strain into a cocktail glass. Top with sparkling wine, 2 grinds of Grains of Desire spice (dried rose petals, dried ginger, dried nutmeg, peppercorn, dried ginseng). Float sparkling wine. Garnish with a rose bud. Pre-make infusion of Rose petals, Sake and Russian Standard Vodka.
Created by Philip Khandehrish of The Setai in Miami",https://www.barnonedrinks.com/drinks/r/rsv-love-2-14636.html,Cocktails
RSV Passion,"['1 1/2 oz. Russian Standard Vodka', '2 oz. Tea (Organic Jasmine- warm)', '1 oz. Don Pedro Brandy (1979 Don PX Pedro Ximenez Gran Reserva)', '1 oz. Grand Marnier 100 Year', '1 1/2 tsp. Fig (puree)', '1/4 oz. Lemon Juice', '10 drop(s) Fee Brothers Rhubarb Bitters']","Mix all ingredients (except the Bitters) in a mixing glass with no ice. Stir and double strain through a mesh strainer to remove the fig seeds. Add bitters and garnish. Garnish with Organic Figs soaked in Pedro Ximenez skewered on a tea tree scented toothpick.
Created by Alexander Velez. Santa Fe, New Mexico",https://www.barnonedrinks.com/drinks/r/rsv-passion-14603.html,Cocktails
Ruby Cocktail,"['2 oz. Gin', '3 dash(es) Grenadine', '3/4 oz. Applejack']",Shake with ice and strain into a cocktail glass.,https://www.barnonedrinks.com/drinks/r/ruby-cocktail-4229.html,Cocktails
Ruby Fizz,"['2 oz. Sloe Gin', '1 tsp. Grenadine', '1/2 Lemon (Juice of, fresh)', '1 tsp. Powdered Sugar', '1 Egg White', 'Carbonated Water']","Shake all ingredients (except carbonated water) with ice and strain into a highball glass over two ice cubes. Fill with carbonated water, stir, and serve.",https://www.barnonedrinks.com/drinks/r/ruby-fizz-4230.html,Cocktails
Ruby In The Rough,"['1 1/2 oz. Gin', '1/2 oz. Cherry Brandy', '1 tsp. Sweet Vermouth']",Shake with ice and strain into a cocktail glass.,https://www.barnonedrinks.com/drinks/r/ruby-in-the-rough-4231.html,Cocktails
Ruby Partida,"['1 1/2 oz. Partida Reposado Tequila', '1 1/2 oz. Grapefruit Juice Ruby Red', '1/2 oz. Cointreau', '1/2 oz. Lemon Juice', '1/2 oz. Creme de Cassis']","Shake the first 4 ingredients in a shaker with ice. Strain into a chilled cocktail glass. Dribble the Â½ oz French Cassis down the inside of the glass so it will settle at the bottom.
Recipe by King Cocktail - Dale De Groff.",https://www.barnonedrinks.com/drinks/r/ruby-partida-13654.html,Cocktails
Ruby Red,"['WKD Original Vodka Blue', 'Port']",Fill a glass two thirds full with the WKD and then fill the rest with port. It should taste close to vimto.,https://www.barnonedrinks.com/drinks/r/ruby-red-12028.html,Cocktails
Ruby Runner (Ruby Tuesday's Rest),"['3 oz. Malibu Rum', '3/4 oz. Blackberry Brandy', '3/4 oz. Banana Liqueur', '2 oz. Orange Juice', '2 oz. Pineapple Juice', '1 splash(es) Grenadine', '1 splash(es) Bacardi 151 Black Bat Rum']","Shake the Malibu, brandy, banana liqueur and the juices with ice. Strain into a highball glass and add a splash of grenadine and a splash of Bacardi. Garnish with a cherry and an orange slice.",https://www.barnonedrinks.com/drinks/r/ruby-runner-ruby-tuesdays-rest-6442.html,Cocktails
Ruby Soho,"['1/2 oz. Melon Liqueur', '1/2 oz. Malibu Rum', '1 splash(es) Blue Curacao', '1 splash(es) Sweet and Sour Mix', 'Sprite']","Shake with ice and strain into a highball glass. Garnish with a cherry. Enjoy from Ruby at the Baja Night Club on Vernon Hills, IL",https://www.barnonedrinks.com/drinks/r/ruby-soho-5870.html,Cocktails
Ruby Tuesday,"['1 oz. Melon Liqueur', '1 oz. Gin', 'Cranberry Juice']","Build over ice in a highball glass, fill with Cranberry Juice and garnish with mint.",https://www.barnonedrinks.com/drinks/r/ruby-tuesday-13651.html,Cocktails
Ruby's Anti-Freeze,"['2 oz. Blue Curacao', '2 oz. Vodka', 'Pineapple Juice', 'Mountain Dew']",Fill a highball glass halfway with pineapple juice and Mountain Dew. Add the Blue Curacao. The drink turns a nice greenish color just like anti-freeze! Add vodka for an extra kick.,https://www.barnonedrinks.com/drinks/r/rubys-anti-freeze-10838.html,Cocktails
Ruddy Scotch,"['1 oz. Peach Schnapps', '1 oz. Single Malt Scotch Whisky', '1 splash(es) Cranberry-Raspberry Juice', 'Ginger Ale']",Put ingredients in order in a highball glass filled with ice. Top with ginger ale. Garnish with raspberries if desired,https://www.barnonedrinks.com/drinks/r/ruddy-scotch-10127.html,Cocktails
Rude Wingless Pigeon,"['2 oz. Vodka', '1 oz. Gin', '1 oz. Peach Schnapps', '1 oz. Ouzo', '3 oz. Orange Juice', '3 oz. Pineapple Juice', '1 Egg']",Pour all the drinks into a shaker. Crack the egg into the shaker. Shake powerfully. Pour over crushed ice. Garnish with a cherry. Enjoy.,https://www.barnonedrinks.com/drinks/r/rude-wingless-pigeon-10425.html,Cocktails
Ruhr Skipper,"['2/3 oz. Vodka', '2/3 oz. Cherry Brandy', '2/3 oz. Multivitamin Juice']",Stir in a cocktail glass.,https://www.barnonedrinks.com/drinks/r/ruhr-skipper-4233.html,Cocktails
Rum And Bitter Lemon,"[""1 oz. Myer's Dark Rum"", 'Bitter Lemon']",Fill old fashioned glass with 3-4 cubes of ice. Add Myer's Dark Rum and Bitter Lemon. Stir and serve with a slice of lemon.,https://www.barnonedrinks.com/drinks/r/rum-and-bitter-lemon-8963.html,Cocktails
Rum And Black,"['1 oz. Dark Rum', '3 oz. Black Currant Juice']",Fill a glass 3/4 with crushed ice. Pour in dark rum and black currant juice.,https://www.barnonedrinks.com/drinks/r/rum-and-black-10461.html,Cocktails
Rum and Coke,"['1 1/4 oz. Dark Rum', '6 oz. Coca Cola']",Pour rum over ice cubes in a highball glass. Fill with cola. Stir. Garnish with a lime wedge.,https://www.barnonedrinks.com/drinks/r/rum-and-coke-4234.html,Cocktails
Rum And Coko,"[""1 oz. Captain Morgan's Parrot Bay Coconut Rum"", '4 oz. Coca Cola']",Mix together and serve over ice in a rocks glass.,https://www.barnonedrinks.com/drinks/r/rum-and-coko-7866.html,Cocktails
Rum and Ginger,"['1 1/4 oz. Dark Rum', '6 oz. Ginger Ale']",Pour rum over ice cubes in a highball glass. Fill with Ginger Ale. Stir. Garnish with a lime wedge.,https://www.barnonedrinks.com/drinks/r/rum-and-ginger-4235.html,Cocktails
Rum Bana,"['3 oz. Jamaica Rum', '1 oz. Lemon Juice', '1 tsp. Sugar', '1/4 Banana (Sliced)']",Frappe in a champagne flute.,https://www.barnonedrinks.com/drinks/r/rum-bana-4236.html,Cocktails
Rum Cobbler #1,"['1 tsp. Superfine Sugar', '3 oz. Club Soda', '2 oz. Dark Rum']","In an old-fashioned glass, dissolve the sugar in the Club Soda. Add crushed ice until the glass is almost full. Add the rum. Stir well. Garnish with a cherry and orange and lemon slices.",https://www.barnonedrinks.com/drinks/r/rum-cobbler-1-4237.html,Cocktails
Rum Cobbler #2,"['1 tsp. Powdered Sugar', '2 oz. Club Soda', '2 oz. White Rum']",Mix sugar and Club Soda in a highball glass and wait for sugar to dissolve. Add rum and stir.,https://www.barnonedrinks.com/drinks/r/rum-cobbler-2-4238.html,Cocktails
Rum Cola,"['1/2 Lime (Juice of, fresh)', '2 oz. Rum', 'Cola']",Build in a highball glass and fill with cola.,https://www.barnonedrinks.com/drinks/r/rum-cola-4239.html,Cocktails
Rum Collins #1,"['2 oz. White Rum', '1 Lime (Juice of, fresh)', '1 tsp. Powdered Sugar', 'Carbonated Water']","Shake rum, juice of lime, and powdered sugar with ice and strain into a collins glass over ice cubes. Fill with carbonated water and stir. Garnish with a slice of lemon and a cherry.",https://www.barnonedrinks.com/drinks/r/rum-collins-1-4240.html,Cocktails
Rum Collins #2,"['1 Lime (Juice of, fresh)', '1 tsp. Powdered Sugar', '2 oz. White Rum', 'Club Soda']",Shake with ice and strain into a collins glass with several ice cubes. Fill with Club Soda and stir. Garnish with a slice of lemon and a cherry.,https://www.barnonedrinks.com/drinks/r/rum-collins-2-4241.html,Cocktails
Rum Cooler,"['2 oz. Dark Rum', '4 oz. Lemon Lime Soda']",Pour the rum and soda into a highball glass almost filled with ice cubes. Stir well and garnish with a lemon wedge.,https://www.barnonedrinks.com/drinks/r/rum-cooler-4242.html,Cocktails
Rum Daisy #1,"['2 oz. Dark Rum', '1 oz. Lemon Juice', '1/2 tsp. Superfine Sugar', '1/2 tsp. Grenadine']","In a shaker half-filled with ice cubes, combine the rum, lemon juice, sugar, and grenadine. Shake well. Pour into an old-fashioned glass and garnish with a cherry and an orange slice.",https://www.barnonedrinks.com/drinks/r/rum-daisy-1-4243.html,Cocktails
Rum Daisy #2,"['1/2 Lemon (Juice of, fresh)', '1/2 tsp. Powdered Sugar', '1 tsp. Grenadine', '2 oz. White Rum']",Shake with ice and strain into a stein or metal cup. Add 1 ice cube and garnish with an lemon twist.,https://www.barnonedrinks.com/drinks/r/rum-daisy-2-4244.html,Cocktails
Rum Dubonnet,"['1 1/2 tsp. Dubonnet Rouge Aperitif Wine', '1 1/2 oz. White Rum', '1 tsp. Lemon Juice']",Shake with ice and strain into a cocktail glass.,https://www.barnonedrinks.com/drinks/r/rum-dubonnet-4245.html,Cocktails
Rum Egg Nog,"['2 oz. Light Rum', '6 oz. Milk', '1 tsp. Powdered Sugar', '1 Egg']",Shake all ingredients with ice and strain into a collins glass. Sprinkle nutmeg on top and serve.,https://www.barnonedrinks.com/drinks/r/rum-egg-nog-4246.html,Cocktails
Rum Fix,"['1/2 Lemon (Juice of, fresh)', '1 tsp. Powdered Sugar', '1 tsp. Water', '2 1/2 oz. White Rum']",Stir first 3 ingredients together in a highball glass and fill glass with ice. Add rum and stir. Garnish with a slice of lemon.,https://www.barnonedrinks.com/drinks/r/rum-fix-4247.html,Cocktails
Rum Fizz,"['3/4 oz. Dark Rum', '1/2 oz. Brandy', '1/2 oz. Sweet and Sour Mix', 'Soda Water']",Shake first 3 ingredients and pour into an ice filled 12 oz. glass. Top with soda water and garnish with lime.,https://www.barnonedrinks.com/drinks/r/rum-fizz-4248.html,Cocktails
Rum Flip,"['2 oz. Rum', '1 tsp. Sugar', 'Milk']",Shake with ice and strain into a tall glass and fill with milk. Garnish with nutmeg.,https://www.barnonedrinks.com/drinks/r/rum-flip-4249.html,Cocktails
Rum Gimlet,"['2 oz. White Rum', ""1/2 oz. Rose's Lime Juice""]",Pour the rum and Rose's Lime Juice into a mixing glass half-filled with ice cubes. Stir well. Strain into a cocktail glass. Garnish with a lime wedge.,https://www.barnonedrinks.com/drinks/r/rum-gimlet-4250.html,Cocktails
Rum Highball,"['2 oz. Light Rum', 'Ginger Ale']",Pour into a highball glass over ice cubes and fill with Ginger Ale. Garnish with the twist of a lemon peel.,https://www.barnonedrinks.com/drinks/r/rum-highball-4251.html,Cocktails
Rum Julep,"['1 1/4 oz. Dark Rum', '1/6 oz. Simple Syrup', '2 sprig(s) Mint']","In an old-fashioned glass, muddle simple syrup with mint leaves. Fill glass with shaved/crushed ice and pour in rum. Stir. Garnish with additional mint sprig.",https://www.barnonedrinks.com/drinks/r/rum-julep-4252.html,Cocktails
Rum Milk Punch,"['2 oz. White Rum', '1 cup(s) Milk', '1 tsp. Powdered Sugar']",Shake all ingredients with ice and strain into a collins glass. Sprinkle nutmeg on top and serve.,https://www.barnonedrinks.com/drinks/r/rum-milk-punch-4255.html,Cocktails
Rum Old-fashioned,"['1 1/2 oz. White Rum', '1 tsp. Bacardi 151 Proof Rum', '1/2 tsp. Powdered Sugar', 'dash(es) Bitters', '1 tsp. Water']","Stir powdered sugar, water, and Bitters in an old-fashioned glass. When sugar has dissolved add ice cubes and white rum. Garnish with the twist of a lime peel and float 151-proof rum on top.",https://www.barnonedrinks.com/drinks/r/rum-old-fashioned-4256.html,Cocktails
Rum Punch #1,"['1 1/2 oz. White Rum', 'Orange Juice', 'Pineapple Juice', 'Cranberry Juice']",Stir in a highball glass and fill with equal parts of each juice.,https://www.barnonedrinks.com/drinks/r/rum-punch-1-4257.html,Cocktails
Rum Relaxer,"['1 1/2 oz. White Rum', '1 oz. Pineapple Juice', '1/2 oz. Grenadine', 'Lemon Lime Soda']",Pour first 3 ingredients into a parfait glass and fill with lemon lime soda. Garnish with an orange slice and a cherry.,https://www.barnonedrinks.com/drinks/r/rum-relaxer-4258.html,Cocktails
Rum Rickey,"['1/2 Lime (Juice of, fresh)', '1 1/2 oz. White Rum', 'Club Soda']",Pour into highball glass over ice cubes and fill with Club Soda. Garnish with a wedge of lime.,https://www.barnonedrinks.com/drinks/r/rum-rickey-4259.html,Cocktails
Rum Rummer (the Best Yet),"['1/2 oz. Light Rum', '1/2 oz. Dark Rum', '1/2 oz. Midori', '1/2 oz. Banana Liqueur', '1/2 oz. Cointreau', '1 splash(es) Cranberry Juice', '1 splash(es) Orange Juice', '1 splash(es) Lime Juice']",Mix over ice in a highball glass.,https://www.barnonedrinks.com/drinks/r/rum-rummer-the-best-yet-10355.html,Cocktails
Rum Runner,"['1 oz. White Rum', '1/4 oz. Cherry Brandy', '1/4 oz. Creme de Banane', '1/2 oz. Grenadine', '3 oz. Pina Colada Mix', '1/2 oz. Bacardi 151 Proof Rum']",Blend with ice and pour into a cocktail glass. Top with the Bacardi 151. This recipe was made by Jose on a Princess Cruise Ship.,https://www.barnonedrinks.com/drinks/r/rum-runner-9401.html,Cocktails
Rum Runner #1,"['1 1/2 oz. White Rum', '1/4 oz. Banana Liqueur', '1/4 oz. Blackberry Brandy', '1/2 tsp. Grenadine', '5 oz. Sweet and Sour Mix']",Shake with ice and strain into a cocktail glass.,https://www.barnonedrinks.com/drinks/r/rum-runner-1-4260.html,Cocktails
Rum Runner #2,"['1 1/2 oz. White Rum', '1 tbsp. Orange Juice', '2 tsp. Lime Juice', '1 1/2 tsp. Sugar Syrup', '2 dash(es) Orange Bitters']",Shake with ice and strain into an old-fashioned glass rimmed with salt.,https://www.barnonedrinks.com/drinks/r/rum-runner-2-4261.html,Cocktails
Rum Runner #3,"['3/4 oz. Bacardi Amber Rum', ""3/4 oz. Captain Morgan's Spiced Rum"", '1/2 oz. Creme de Banane', '1/2 oz. Cherry Brandy', '4 oz. Orange Juice', '2 oz. Lemon Juice']",Shake with ice and strain into an old-fashioned glass rimmed with salt.,https://www.barnonedrinks.com/drinks/r/rum-runner-3-4262.html,Cocktails
Rum Runner #4,"['1 oz. Blackberry Brandy', '1 oz. Banana Liqueur', '1 oz. Bacardi 151 Proof Rum']",Shake with ice and strain over ice cubes into an old-fashioned glass rimmed with salt.,https://www.barnonedrinks.com/drinks/r/rum-runner-4-4263.html,Cocktails
