Name,Ingredients,Making,Link,Base
Port New York Sour,"['2 ounces bourbon', '3/4 ounce lemon juice', '3/4 ounce simple syrup', '1 ounce port']","Add the bourbon, lemon juice and simple syrup into a shaker with ice and shake until well-chilled.
Strain into a double rocks glass over fresh ice.
Float the port on top of the drink by slowly pouring it over the back of a bar spoon.
Give the glass a light swirl to move the port across the entire surface of the cocktail.",https://www.liquor.com/recipes/new-york-sour-3/,N/A
Thin Mint Julep,"['8 to 10 mint leaves', '1/4 ounce simple syrup', '1 1/2 ounces bourbon', '1/2 ounce creme de cacao', 'mint sprig', 'Thin Mint cookie']","Place the mint leaves and simple syrup into a Julep cup and gently muddle.
Add the bourbon and white creme de cacao, then pack the cup halfway with crushed ice.
Stir until the cup is frosted on the outside.
Top with more crushed ice to form a mound.
Garnish with a mint sprig and a Thin Mint cookie.
Napoleon Julep: This modern interpretation combines cognac and elderflower liqueur with green tea syrup.
Miamian’s Julep: This blended julep starts with bourbon, but then channels Miami’s tropical vibes with coconut cream, banana liqueur and flambéed banana slices.
Blackberry Mint Julep Margarita: The julep meets the Margarita in this fun take on the classic featuring añejo tequila, lime juice, blackberries and mint.
Gin on Gin Julep: Gin and genever give this julep riff a unique flavor that melds dry botanicals with malty sweetness.",https://www.liquor.com/recipes/thin-mint-julep/,N/A
1792 Kentucky White Dog Julep,"['1/2 ounce water', '2 teaspoons granulated sugar', 'mint leaves', '2 ounces whiskey', 'mint sprigs']","Add the sugar and water to a highball glass, and stir until the sugar has completely dissolved.
Add the mint leaves and press lightly with a muddler.
Pack the glass with finely cracked ice, and then add the whiskey.
Stir, add more ice to make up for any shrinkage, and garnish with two or three sprigs of mint and a straw.
If you don’t have access to cracked or crushed ice, you can wrap cubes in a towel and bash them with something hard and heavy, like a mallet or muddler.",https://www.liquor.com/recipes/1792-kentucky-white-dog-julep/,N/A
Shrub Julep,"['1 sprig mint', '2 ounces bourbon', '1 ounce maple beet shrub', 'Garnish: mint sprig']","Muddle the mint sprig in a Julep cup or a rocks glass.
Add the maple beet shrub, bourbon and a small scoop of crushed ice and stir.
Top with more crushed ice to fill the glass.
Garnish with a mint sprig.
Serve with a straw.",https://www.liquor.com/recipes/shrub-julep/,N/A
Napoleon Julep,"['2 ounces cognac', '1/2 ounce St-Germain elderflower liqueur', '1/4 ounce green tea syrup', '2 dashes bitters', 'mint sprig', 'lemon zest']","Add the cognac, St-Germain, green tea syrup and mole bitters to a julep cup or double Old Fashioned glass.
Fill halfway with crushed or pebble ice, then swizzle to chill.
Pack the glass with more ice, forming a mound at the top.
Garnish with the mint, and finely grate the lemon zest over the surface of the drink.
*Green tea syrup: In a saucepan, bring 2 cups of water to a boil. Reduce to a simmer, add 4 green tea bags, and simmer for 5 minutes. Remove from heat, discard the tea bags, and stir in 2 cups of sugar until it dissolves. Let the syrup cool. It can be stored in the refrigerator for up to 2 weeks.",https://www.liquor.com/recipes/napoleon-julep/,N/A
Blackberry Mint Julep Margarita,"['5 blackberries', '6 mint leaves', '1 ounce honey syrup', '2 ounces añejo tequila', '1 ounce lime juice, freshly squeezed', 'Garnish: 2 blackberries', 'Garnish: mint sprig']","Add the blackberries, mint leaves and honey syrup into a cocktail shaker and gently muddle.
Add tequila, lime juice and ice and shake until well-chilled.
Strain into a Julep cup filled with crushed ice.
Garnish with 2 speared blackberries and a mint sprig.",https://www.liquor.com/recipes/blackberry-mint-julep-margarita/,N/A
Miamian’s Julep,"['2 ounces bourbon', '1 ounce coconut cream', '1 ounce creme de banane', '1/2 ounce lime juice', '10 sprigs mint', 'bourbon-flambéed banana slices', 'mint sprig', 'powdered sugar']","Add the bourbon, coconut cream, crème de banane, lime juice and mint sprigs into a blender with 1 cup of ice and blend until smooth.
Pour into a copper julep mug.
Garnish with bourbon-flambéed banana slices, a mint sprig and powdered sugar.
*Bourbon-flambéed banana slices: Sauté banana slices in a pan, add a little whiskey, then ignite to burn off the alcohol. Alternatively, use a kitchen torch on sugar-coated banana slices for more caramelized flavor.",https://www.liquor.com/recipes/miamians-julep/,N/A
Albariño Mint Julep,"['3 ounces albariño wine (such as Terras Gauda Abadia de San Campio)', '1 teaspoon creme de peche (or high-quality peach liqueur)', 'Garnish: mint sprigs']","Add the albariño and creme de peche to a Julep or double old fashioned glass.
Add lots of crushed ice and garnish lavishly with mint.",https://www.liquor.com/recipes/albarino-mint-julep/,N/A
Gin on Gin Julep,"['1/2 ounce simple syrup', '15 mint leaves', '1 ounce genever', '1 ounce gin', '1 splash club soda', 'mint sprig']","In a julep cup, muddle the simple syrup and mint leaves.
Add the genever and gin, then fill the cup with crushed or pellet ice.
Top with the club soda and stir until combined.
Garnish with a mint sprig.",https://www.liquor.com/recipes/gin-on-gin-julep/,N/A
Mint Julep,"['8 mint leaves', '1/4 ounce simple syrup', '2 ounces bourbon', 'mint sprig', 'bitters']","In a Julep cup or rocks glass, lightly muddle the mint leaves in the simple syrup.
Add the bourbon then pack the glass tightly with crushed ice.
Stir until the cup is frosted on the outside.
Top with more crushed ice to form an ice dome, and garnish with a mint sprig and a few drops of bitters (optional).
Firmly slap the mint sprig on the back of your hand before garnishing; this releases the oils to make the mint more aromatic.",https://www.liquor.com/recipes/mint-julep/,N/A
Apricot Ginger Whiskey Sour,"['2 ounces bourbon', '1/4 ounce apricot liqueur', '1 ounce ginger syrup', '3/4 ounce lemon juice', 'preserved cherry']","Add the whiskey, apricot liqueur, ginger syrup and lemon juice into a shaker with ice and shake until well-chilled.
Strain into a rocks glass over one large ice cube.
Garnish with a preserved cherry.
*Ginger syrup: Add 1/2 cup granulated sugar and 3/8 cup water to a saucepan over medium-high heat and stir constantly until the sugar has dissolved. Add 1/2 cup of fresh ginger, peeled and sliced, and bring to a boil, stirring occasionally. Reduce heat to low, cover and simmer for 10 minutes. Remove from heat, allow to cool and strain to remove solids. Syrup will keep in an airtight container, refrigerated, for up to 2 weeks.",https://www.liquor.com/apricot-ginger-whiskey-sour-cocktail-recipe-5075075,Bourbon Cocktails
Smoke Break,"['1 pinch cherrywood chips', '2 ounces bourbon', '3/4 ounce cream sherry', '1/2 ounce vermouth', '2 dashes bitters', '1 dash bitters', 'dark chocolate', 'dried black cherries']","Using a smoking gun and the cherrywood chips, add smoke to a glass decanter, then cover the top of the decanter to capture the smoke.
Add the bourbon, cream sherry, vermouth, both bitters and ice into a mixing glass, and stir until well-chilled.
Strain the contents into the prepared decanter, then cap the decanter so the drink mingles with the smoke. Let sit until desired smokiness is reached.
Pour into a rocks glass over one large ice cube.
Serve with a tray of dark chocolate and dried black cherries on the side.",https://www.liquor.com/recipes/smoke-break/,Bourbon Cocktails
Bordeaux Sour,"['1 maraschino cherry', '1 tablespoon maple syrup', '2 ounces bourbon', '1 ounce red wine', '1 ounce lemon juice', '5 dashes bitters', 'maraschino cherry']","In a shaker, muddle the cherry and maple syrup.
Add the bourbon, red wine, lemon juice and orange bitters with ice, and shake until well-chilled.
Double-strain into a rocks glass over fresh ice.
Garnish with a maraschino cherry.",https://www.liquor.com/bordeaux-sour-cocktail-recipe-5075074,N/A
Apricot Ginger Whiskey Sour,"['2 ounces bourbon', '1/4 ounce apricot liqueur', '1 ounce ginger syrup', '3/4 ounce lemon juice', 'preserved cherry']","Add the whiskey, apricot liqueur, ginger syrup and lemon juice into a shaker with ice and shake until well-chilled.
Strain into a rocks glass over one large ice cube.
Garnish with a preserved cherry.
*Ginger syrup: Add 1/2 cup granulated sugar and 3/8 cup water to a saucepan over medium-high heat and stir constantly until the sugar has dissolved. Add 1/2 cup of fresh ginger, peeled and sliced, and bring to a boil, stirring occasionally. Reduce heat to low, cover and simmer for 10 minutes. Remove from heat, allow to cool and strain to remove solids. Syrup will keep in an airtight container, refrigerated, for up to 2 weeks.",https://www.liquor.com/apricot-ginger-whiskey-sour-cocktail-recipe-5075075,N/A
Japanese Sour,"['2 ounces whisky', '1/4 ounce lemon juice', '1/4 ounce lime juice', '1/3 ounce honey', '1/2 ounce egg white', '5 drops bitters', '5 drops bitters']","Add the whisky, lemon juice, yuzu juice, kuromitsu and egg white into a shaker and dry-shake (without ice) vigorously for 10 seconds.
Add large ice cubes and shake again until well-chilled.
Strain into a chilled coupe glass.
Garnish with the Angostura and Peychaud’s bitters.
New York Sour: Floats red wine on top of the traditional Whiskey Sour.
Port New York Sour: Subs tawny port for red wine.
Apricot Ginger Whiskey Sour: Adds apricot liqueur and ginger syrup to the mix.
Smoky Sour: Brings spice and smoke via cinnamon syrup and lapsang souchong tea.",https://www.liquor.com/japanese-sour-cocktail-recipe-5075077,N/A
Big Red Sun,"['1 ounce Monkey Shoulder scotch', '1 ounce Powers Irish whiskey', '3/4 ounce passionfruit liqueur (such as Giffard)', '1 ounce lemon juice, freshly squeezed', '1/4 ounce vanilla syrup', '2 dashes Angostura bitters', '1 dash Greenbar apple bitters', 'Garnish: apple fan']","Add the Monkey Shoulder scotch, Powers Irish Whiskey, passionfruit liqueur, lemon juice, vanilla syrup, Angostura bitters and apple bitters into a shaker with ice and shake until well-chilled.
Double-strain into a rocks glass over fresh ice.
Garnish with an apple fan.",https://www.liquor.com/big-red-son-cocktail-recipe-5075079,N/A
Bootstitch,"['6 slices jalapeño pepper (adjust amount to taste)', '1/2 ounce agave nectar', '2 ounces blended whiskey (such as Firestone & Robertson TX)', '1 1/2 ounces grapefruit juice, freshly squeezed', '1/2 ounce lime juice, freshly squeezed', 'Garnish: rosemary sprig']","Add the jalapeño slices and agave nectar into a shaker and muddle.
Add the whiskey, juices and ice and shake until well-chilled.
Strain into a highball glass over crushed ice.
Garnish with a rosemary sprig, torched if desired.",https://www.liquor.com/bootstitch-cocktail-recipe-5075078,N/A
Bordeaux Sour,"['1 maraschino cherry', '1 tablespoon maple syrup', '2 ounces bourbon', '1 ounce red wine', '1 ounce lemon juice', '5 dashes bitters', 'maraschino cherry']","In a shaker, muddle the cherry and maple syrup.
Add the bourbon, red wine, lemon juice and orange bitters with ice, and shake until well-chilled.
Double-strain into a rocks glass over fresh ice.
Garnish with a maraschino cherry.",https://www.liquor.com/bordeaux-sour-cocktail-recipe-5075074,Bourbon Cocktails
Dizzy Delight,"['1 ounce sparkling water', '2 ounces bourbon', '1/4 ounce yellow Chartreuse', '1 ounce grapefruit juice', '1/2 ounce honey syrup', '1 egg white', '1/2 ounce heavy cream', 'Soda water', 'star anise pod']","In a Collins glass, add the sparkling water and place the glass in the refrigerator.
In a shaker, add all other ingredients except the heavy cream and soda water, add 2 ice cubes and shake until well-chilled.
Discard the ice, add the cream and use the milk frother at an angle until a couple inches of foam has built up.
Pour the contents into the Collins glass holding the sparkling water.
Pour a splash of fresh soda water into the shaker with the leftover foam and swirl it around.
Top off the drink with the extra soda water foam.
Garnish with a star anise pod.
*Anise-infused honey syrup: Mix 3 ounces honey with 1 ounce hot water and stir until well-incorporated. Add 3 star anise pods, cover and let rest at room temperature for 24 to 48 hours. Strain the solids. The syrup will keep, covered, in the refrigerator for up to one month.",https://www.liquor.com/dizzy-delight-cocktail-recipe-5073338,Bourbon Cocktails
Daiquiri,"['2 ounces rum', '1 ounce lime juice', '3/4 ounce sugar syrup', 'lime twist']","Add the rum, lime juice and demerara sugar syrup to a shaker with ice, and shake until well-chilled.
Strain into a chilled coupe.
Garnish with a lime twist.
Strawberry Daiquiri: Adds the red fruit and sends it all for a spin in the blender
Hemingway Daiquiri: Swaps in maraschino liqueur for the simple syrup and adds grapefruit juice; serve it over crushed ice
Banana Daiquiri: Adds a touch of banana liqueur for an extra tropical twist
Winter Daiquiri: Takes the flavors darker with the addition of black strap rum
Deadbeat Daiquiri: Comes straight from Tiki expert Jeff ""Beachbum"" Berry and his Latitude 29 bar in New Orleans",https://www.liquor.com/recipes/daiquiri/,N/A
Bourbon Old Fashioned,"['1 teaspoon sugar', '3 dashes bitters', '1 teaspoon water', '2 ounces bourbon (or rye whiskey, if preferred)', 'orange twist']","Add the sugar and bitters into a mixing glass, then add the water, and stir until the sugar is nearly dissolved.
Fill the mixing glass with ice, add the bourbon, and stir until well-chilled.
Strain into a rocks glass over one large ice cube.
Express the oil of an orange twist over the glass, then drop into the glass to garnish.",https://www.liquor.com/recipes/bourbon-old-fashioned/,N/A
Negroni,"['1 ounce gin', '1 ounce Campari', '1 ounce sweet vermouth', 'orange peel']","Add the gin, Campari and sweet vermouth to a mixing glass filled with ice, and stir until well-chilled.
Strain into a rocks glass over a large ice cube.
Garnish with an orange peel.",https://www.liquor.com/recipes/negroni/,N/A
